"CAI_IND"|"Indicator"|"LOCATION"|"Country"|"TIME"|"Time"|"Value"|"Flag Codes"|"Flags"
"BPBTSA_RA_CH"|"Percentage of annual  radio broadcasting time devoted to children"|"GMB"|"Gambia"|"2005"|"2005"|1.3||
"BPBTSA_RA_CH"|"Percentage of annual  radio broadcasting time devoted to children"|"GEO"|"Georgia"|"2005"|"2005"|1.3||
"BPBTSA_RA_CH"|"Percentage of annual  radio broadcasting time devoted to children"|"HKG"|"China, Hong Kong Special Administrative Region"|"2005"|"2005"|0.5||
"BPBTSA_RA_CH"|"Percentage of annual  radio broadcasting time devoted to children"|"LVA"|"Latvia"|"2005"|"2005"|3.8||
"BPBTSA_RA_CH"|"Percentage of annual  radio broadcasting time devoted to children"|"MNG"|"Mongolia"|"2005"|"2005"|1.2||
"BPBTSA_RA_CH"|"Percentage of annual  radio broadcasting time devoted to children"|"MMR"|"Myanmar"|"2005"|"2005"|0.7||
"BPBTSA_RA_CH"|"Percentage of annual  radio broadcasting time devoted to children"|"NPL"|"Nepal"|"2005"|"2005"|3||
"BPBTSA_RA_CH"|"Percentage of annual  radio broadcasting time devoted to children"|"NER"|"Niger"|"2005"|"2005"|1.2||
"BPBTSA_RA_CH"|"Percentage of annual  radio broadcasting time devoted to children"|"PAK"|"Pakistan"|"2005"|"2005"|4.2||
"BPBTSA_RA_CH"|"Percentage of annual  radio broadcasting time devoted to children"|"PNG"|"Papua New Guinea"|"2005"|"2005"|1.5||
"BPBTSA_RA_CH"|"Percentage of annual  radio broadcasting time devoted to children"|"SYR"|"Syrian Arab Republic"|"2005"|"2005"|3.1||
"BPBTSA_RA_CH"|"Percentage of annual  radio broadcasting time devoted to children"|"TGO"|"Togo"|"2005"|"2005"|1.5||
"BPBTSA_RA_CH"|"Percentage of annual  radio broadcasting time devoted to children"|"UKR"|"Ukraine"|"2005"|"2005"|4.3||
"BPBTSA_TV_CH"|"Percentage of annual television broadcasting time devoted to children"|"FRA"|"France"|"2004"|"2004"|11.9||
"BPBTSA_TV_CH"|"Percentage of annual television broadcasting time devoted to children"|"ISL"|"Iceland"|"2004"|"2004"|11.1||
"BPBTSA_TV_CH"|"Percentage of annual television broadcasting time devoted to children"|"POL"|"Poland"|"2005"|"2005"|2.3||
"BPBTSA_TV_CH"|"Percentage of annual television broadcasting time devoted to children"|"PRT"|"Portugal"|"2005"|"2005"|5.5||
"BPBTSA_TV_CH"|"Percentage of annual television broadcasting time devoted to children"|"SVK"|"Slovakia"|"2005"|"2005"|7.7||
"BPBTSA_TV_CH"|"Percentage of annual television broadcasting time devoted to children"|"ALB"|"Albania"|"2005"|"2005"|8.4||
"BPBTSA_TV_CH"|"Percentage of annual television broadcasting time devoted to children"|"ABW"|"Aruba"|"2005"|"2005"|2.2||
"BPBTSA_TV_CH"|"Percentage of annual television broadcasting time devoted to children"|"BGD"|"Bangladesh"|"2005"|"2005"|2.3||
"BPBTSA_TV_CH"|"Percentage of annual television broadcasting time devoted to children"|"BTN"|"Bhutan"|"2005"|"2005"|2.9||
"BPBTSA_TV_CH"|"Percentage of annual television broadcasting time devoted to children"|"BRA"|"Brazil"|"2005"|"2005"|25||
"BPBTSA_TV_CH"|"Percentage of annual television broadcasting time devoted to children"|"KHM"|"Cambodia"|"2005"|"2005"|4.8||
"BPBTSA_TV_CH"|"Percentage of annual television broadcasting time devoted to children"|"CMR"|"Cameroon"|"2005"|"2005"|6||
"BPBTSA_TV_CH"|"Percentage of annual television broadcasting time devoted to children"|"COL"|"Colombia"|"2006"|"2006"|0.5||
"BPBTSA_TV_CH"|"Percentage of annual television broadcasting time devoted to children"|"CUB"|"Cuba"|"2005"|"2005"|9.1||
"BPBTSA_TV_CH"|"Percentage of annual television broadcasting time devoted to children"|"COD"|"Democratic Republic of the Congo"|"2005"|"2005"|3.3||
"BPBTSA_TV_CH"|"Percentage of annual television broadcasting time devoted to children"|"DJI"|"Djibouti"|"2004"|"2004"|2.1||
"BPBTSA_TV_CH"|"Percentage of annual television broadcasting time devoted to children"|"EST"|"Estonia"|"2005"|"2005"|9.7||
"BPBTSA_TV_CH"|"Percentage of annual television broadcasting time devoted to children"|"ETH"|"Ethiopia"|"2005"|"2005"|12.6||
"BPBTSA_TV_CH"|"Percentage of annual television broadcasting time devoted to children"|"GMB"|"Gambia"|"2005"|"2005"|2.1||
"BPBTSA_TV_CH"|"Percentage of annual television broadcasting time devoted to children"|"GEO"|"Georgia"|"2005"|"2005"|9.4||
"BPBTSA_TV_CH"|"Percentage of annual television broadcasting time devoted to children"|"HKG"|"China, Hong Kong Special Administrative Region"|"2005"|"2005"|2.3||
"BPBTSA_TV_CH"|"Percentage of annual television broadcasting time devoted to children"|"LVA"|"Latvia"|"2005"|"2005"|11.3||
"BPBTSA_TV_CH"|"Percentage of annual television broadcasting time devoted to children"|"MRT"|"Mauritania"|"2006"|"2006"|0.7||
"BPBTSA_TV_CH"|"Percentage of annual television broadcasting time devoted to children"|"MNG"|"Mongolia"|"2005"|"2005"|5.6||
"BPBTSA_TV_CH"|"Percentage of annual television broadcasting time devoted to children"|"NER"|"Niger"|"2005"|"2005"|2.4||
"BPBTSA_TV_CH"|"Percentage of annual television broadcasting time devoted to children"|"PAK"|"Pakistan"|"2005"|"2005"|4.2||
"BPBTSA_TV_CH"|"Percentage of annual television broadcasting time devoted to children"|"PER"|"Peru"|"2005"|"2005"|3.7||
"BPBTSA_TV_CH"|"Percentage of annual television broadcasting time devoted to children"|"QAT"|"Qatar"|"2005"|"2005"|3||
"BPBTSA_TV_CH"|"Percentage of annual television broadcasting time devoted to children"|"ROU"|"Romania"|"2005"|"2005"|0.8||
"BPBTSA_TV_CH"|"Percentage of annual television broadcasting time devoted to children"|"VCT"|"Saint Vincent and the Grenadines"|"2006"|"2006"|6.3||
"BPBTSA_TV_CH"|"Percentage of annual television broadcasting time devoted to children"|"SYR"|"Syrian Arab Republic"|"2005"|"2005"|4.5||
"BPBTSA_TV_CH"|"Percentage of annual television broadcasting time devoted to children"|"TZA"|"United Republic of Tanzania"|"2006"|"2006"|5.4||
"BPBTSA_TV_CH"|"Percentage of annual television broadcasting time devoted to children"|"TGO"|"Togo"|"2005"|"2005"|4.9||
"BPBTSA_TV_CH"|"Percentage of annual television broadcasting time devoted to children"|"UKR"|"Ukraine"|"2005"|"2005"|6.1||
"BPBTSA_TV_HIMP"|"Percentage of annual television broadcasting time devoted to individuals with hearing impairment"|"FRA"|"France"|"2004"|"2004"|27.3||
"BPBTSA_TV_HIMP"|"Percentage of annual television broadcasting time devoted to individuals with hearing impairment"|"ISL"|"Iceland"|"2004"|"2004"|1.1||
"BPBTSA_TV_HIMP"|"Percentage of annual television broadcasting time devoted to individuals with hearing impairment"|"NZL"|"New Zealand"|"2005"|"2005"|35.9||
"BPBTSA_TV_HIMP"|"Percentage of annual television broadcasting time devoted to individuals with hearing impairment"|"POL"|"Poland"|"2005"|"2005"|0.7||
"BPBTSA_TV_HIMP"|"Percentage of annual television broadcasting time devoted to individuals with hearing impairment"|"PRT"|"Portugal"|"2005"|"2005"|2.8||
"BPBTSA_TV_HIMP"|"Percentage of annual television broadcasting time devoted to individuals with hearing impairment"|"SVK"|"Slovakia"|"2005"|"2005"|12.3||
"BPBTSA_TV_HIMP"|"Percentage of annual television broadcasting time devoted to individuals with hearing impairment"|"COL"|"Colombia"|"2006"|"2006"|0.2||
"BPBTSA_TV_HIMP"|"Percentage of annual television broadcasting time devoted to individuals with hearing impairment"|"CUB"|"Cuba"|"2005"|"2005"|0.2||
"BPBTSA_TV_HIMP"|"Percentage of annual television broadcasting time devoted to individuals with hearing impairment"|"COD"|"Democratic Republic of the Congo"|"2005"|"2005"|0.7||
"BPBTSA_TV_HIMP"|"Percentage of annual television broadcasting time devoted to individuals with hearing impairment"|"EST"|"Estonia"|"2005"|"2005"|1.1||
"BPBTSA_TV_HIMP"|"Percentage of annual television broadcasting time devoted to individuals with hearing impairment"|"ETH"|"Ethiopia"|"2005"|"2005"|1.4||
"BPBTSA_TV_HIMP"|"Percentage of annual television broadcasting time devoted to individuals with hearing impairment"|"GEO"|"Georgia"|"2005"|"2005"|1.3||
"BPBTSA_TV_HIMP"|"Percentage of annual television broadcasting time devoted to individuals with hearing impairment"|"PAK"|"Pakistan"|"2005"|"2005"|1.1||
"BPBTSA_TV_HIMP"|"Percentage of annual television broadcasting time devoted to individuals with hearing impairment"|"QAT"|"Qatar"|"2005"|"2005"|9||
"BPBTSA_TV_HIMP"|"Percentage of annual television broadcasting time devoted to individuals with hearing impairment"|"ROU"|"Romania"|"2005"|"2005"|0.1||
"BPBTSA_TV_HIMP"|"Percentage of annual television broadcasting time devoted to individuals with hearing impairment"|"VCT"|"Saint Vincent and the Grenadines"|"2006"|"2006"|50||
"BPBTSA_TV_HIMP"|"Percentage of annual television broadcasting time devoted to individuals with hearing impairment"|"SYR"|"Syrian Arab Republic"|"2005"|"2005"|1.7||
"BPBTSA_TV_HIMP"|"Percentage of annual television broadcasting time devoted to individuals with hearing impairment"|"TZA"|"United Republic of Tanzania"|"2006"|"2006"|11.3||
"BPBTSA_TV_HIMP"|"Percentage of annual television broadcasting time devoted to individuals with hearing impairment"|"TGO"|"Togo"|"2005"|"2005"|0.2||
"BPBTSA_TV_HIMP"|"Percentage of annual television broadcasting time devoted to individuals with hearing impairment"|"UKR"|"Ukraine"|"2005"|"2005"|0.4||
"BPBTTP_RA_NAPR"|"Percentage of annual radio broadcasting time for national production"|"AUT"|"Austria"|"2005"|"2005"|100||
"BPBTTP_RA_NAPR"|"Percentage of annual radio broadcasting time for national production"|"HUN"|"Hungary"|"2005"|"2005"|94.2||
"BPBTTP_RA_NAPR"|"Percentage of annual radio broadcasting time for national production"|"POL"|"Poland"|"2005"|"2005"|96.2||
"BPBTTP_RA_NAPR"|"Percentage of annual radio broadcasting time for national production"|"PRT"|"Portugal"|"2005"|"2005"|93.9||
"BPBTTP_RA_NAPR"|"Percentage of annual radio broadcasting time for national production"|"ALB"|"Albania"|"2005"|"2005"|60||
"BPBTTP_RA_NAPR"|"Percentage of annual radio broadcasting time for national production"|"DZA"|"Algeria"|"2005"|"2005"|100||
"BPBTTP_RA_NAPR"|"Percentage of annual radio broadcasting time for national production"|"AIA"|"Anguilla"|"2005"|"2005"|71.1||
"BPBTTP_RA_NAPR"|"Percentage of annual radio broadcasting time for national production"|"BTN"|"Bhutan"|"2005"|"2005"|98.7||
"BPBTTP_RA_NAPR"|"Percentage of annual radio broadcasting time for national production"|"BRA"|"Brazil"|"2005"|"2005"|100||
"BPBTTP_RA_NAPR"|"Percentage of annual radio broadcasting time for national production"|"CMR"|"Cameroon"|"2005"|"2005"|96.3||
"BPBTTP_RA_NAPR"|"Percentage of annual radio broadcasting time for national production"|"HRV"|"Croatia"|"2005"|"2005"|100||
"BPBTTP_RA_NAPR"|"Percentage of annual radio broadcasting time for national production"|"CUB"|"Cuba"|"2005"|"2005"|100||
"BPBTTP_RA_NAPR"|"Percentage of annual radio broadcasting time for national production"|"COD"|"Democratic Republic of the Congo"|"2005"|"2005"|99.2||
"BPBTTP_RA_NAPR"|"Percentage of annual radio broadcasting time for national production"|"DJI"|"Djibouti"|"2004"|"2004"|94.7||
"BPBTTP_RA_NAPR"|"Percentage of annual radio broadcasting time for national production"|"EST"|"Estonia"|"2005"|"2005"|77.1||
"BPBTTP_RA_NAPR"|"Percentage of annual radio broadcasting time for national production"|"ETH"|"Ethiopia"|"2005"|"2005"|96||
"BPBTTP_RA_NAPR"|"Percentage of annual radio broadcasting time for national production"|"GMB"|"Gambia"|"2005"|"2005"|96.4||
"BPBTTP_RA_NAPR"|"Percentage of annual radio broadcasting time for national production"|"GEO"|"Georgia"|"2005"|"2005"|94.9||
"BPBTTP_RA_NAPR"|"Percentage of annual radio broadcasting time for national production"|"HKG"|"China, Hong Kong Special Administrative Region"|"2005"|"2005"|82.4||
"BPBTTP_RA_NAPR"|"Percentage of annual radio broadcasting time for national production"|"LTU"|"Lithuania"|"2005"|"2005"|95||
"BPBTTP_RA_NAPR"|"Percentage of annual radio broadcasting time for national production"|"MNG"|"Mongolia"|"2005"|"2005"|96.9||
"BPBTTP_RA_NAPR"|"Percentage of annual radio broadcasting time for national production"|"MMR"|"Myanmar"|"2005"|"2005"|85.4||
"BPBTTP_RA_NAPR"|"Percentage of annual radio broadcasting time for national production"|"NPL"|"Nepal"|"2005"|"2005"|100||
"BPBTTP_RA_NAPR"|"Percentage of annual radio broadcasting time for national production"|"NER"|"Niger"|"2005"|"2005"|96.5||
"BPBTTP_RA_NAPR"|"Percentage of annual radio broadcasting time for national production"|"PAK"|"Pakistan"|"2005"|"2005"|100||
"BPBTTP_RA_NAPR"|"Percentage of annual radio broadcasting time for national production"|"PNG"|"Papua New Guinea"|"2005"|"2005"|95.3||
"BPBTTP_RA_NAPR"|"Percentage of annual radio broadcasting time for national production"|"PER"|"Peru"|"2005"|"2005"|98.4||
"BPBTTP_RA_NAPR"|"Percentage of annual radio broadcasting time for national production"|"QAT"|"Qatar"|"2005"|"2005"|76.4||
"BPBTTP_RA_NAPR"|"Percentage of annual radio broadcasting time for national production"|"SMR"|"San Marino"|"2005"|"2005"|100||
"BPBTTP_RA_NAPR"|"Percentage of annual radio broadcasting time for national production"|"SYR"|"Syrian Arab Republic"|"2005"|"2005"|100||
"BPBTTP_RA_NAPR"|"Percentage of annual radio broadcasting time for national production"|"TGO"|"Togo"|"2005"|"2005"|90.3||
"BPBTTP_RA_NAPR"|"Percentage of annual radio broadcasting time for national production"|"TKL"|"Tokelau"|"2005"|"2005"|100||
"BPBTTP_RA_NAPR"|"Percentage of annual radio broadcasting time for national production"|"UKR"|"Ukraine"|"2005"|"2005"|97.4||
"BPBTTP_RA_NAPR"|"Percentage of annual radio broadcasting time for national production"|"ZMB"|"Zambia"|"2005"|"2005"|82.4||
"BPBTTP_RA_FOPR"|"Percentage of annual radio broadcasting time for foreign production"|"HUN"|"Hungary"|"2005"|"2005"|5.7||
"BPBTTP_RA_FOPR"|"Percentage of annual radio broadcasting time for foreign production"|"POL"|"Poland"|"2005"|"2005"|3.8||
"BPBTTP_RA_FOPR"|"Percentage of annual radio broadcasting time for foreign production"|"PRT"|"Portugal"|"2005"|"2005"|5.2||
"BPBTTP_RA_FOPR"|"Percentage of annual radio broadcasting time for foreign production"|"ALB"|"Albania"|"2005"|"2005"|40||
"BPBTTP_RA_FOPR"|"Percentage of annual radio broadcasting time for foreign production"|"DZA"|"Algeria"|"2005"|"2005"|0|"n"|"Magnitude nil or negligible"
"BPBTTP_RA_FOPR"|"Percentage of annual radio broadcasting time for foreign production"|"AIA"|"Anguilla"|"2005"|"2005"|20.8||
"BPBTTP_RA_FOPR"|"Percentage of annual radio broadcasting time for foreign production"|"BTN"|"Bhutan"|"2005"|"2005"|1.3||
"BPBTTP_RA_FOPR"|"Percentage of annual radio broadcasting time for foreign production"|"CMR"|"Cameroon"|"2005"|"2005"|3.7||
"BPBTTP_RA_FOPR"|"Percentage of annual radio broadcasting time for foreign production"|"COD"|"Democratic Republic of the Congo"|"2005"|"2005"|0.7||
"BPBTTP_RA_FOPR"|"Percentage of annual radio broadcasting time for foreign production"|"DJI"|"Djibouti"|"2004"|"2004"|5.3||
"BPBTTP_RA_FOPR"|"Percentage of annual radio broadcasting time for foreign production"|"EST"|"Estonia"|"2005"|"2005"|22.9||
"BPBTTP_RA_FOPR"|"Percentage of annual radio broadcasting time for foreign production"|"ETH"|"Ethiopia"|"2005"|"2005"|4||
"BPBTTP_RA_FOPR"|"Percentage of annual radio broadcasting time for foreign production"|"GMB"|"Gambia"|"2005"|"2005"|2.5||
"BPBTTP_RA_FOPR"|"Percentage of annual radio broadcasting time for foreign production"|"GEO"|"Georgia"|"2005"|"2005"|5.1||
"BPBTTP_RA_FOPR"|"Percentage of annual radio broadcasting time for foreign production"|"HKG"|"China, Hong Kong Special Administrative Region"|"2005"|"2005"|17.6||
"BPBTTP_RA_FOPR"|"Percentage of annual radio broadcasting time for foreign production"|"LTU"|"Lithuania"|"2005"|"2005"|0.8||
"BPBTTP_RA_FOPR"|"Percentage of annual radio broadcasting time for foreign production"|"MNG"|"Mongolia"|"2005"|"2005"|1.6||
"BPBTTP_RA_FOPR"|"Percentage of annual radio broadcasting time for foreign production"|"MMR"|"Myanmar"|"2005"|"2005"|14.6||
"BPBTTP_RA_FOPR"|"Percentage of annual radio broadcasting time for foreign production"|"NER"|"Niger"|"2005"|"2005"|1.1||
"BPBTTP_RA_FOPR"|"Percentage of annual radio broadcasting time for foreign production"|"PNG"|"Papua New Guinea"|"2005"|"2005"|2||
"BPBTTP_RA_FOPR"|"Percentage of annual radio broadcasting time for foreign production"|"PER"|"Peru"|"2005"|"2005"|1.6||
"BPBTTP_RA_FOPR"|"Percentage of annual radio broadcasting time for foreign production"|"QAT"|"Qatar"|"2005"|"2005"|23.6||
"BPBTTP_RA_FOPR"|"Percentage of annual radio broadcasting time for foreign production"|"TGO"|"Togo"|"2005"|"2005"|9||
"BPBTTP_RA_FOPR"|"Percentage of annual radio broadcasting time for foreign production"|"UKR"|"Ukraine"|"2005"|"2005"|2.6||
"BPBTTP_RA_FOPR"|"Percentage of annual radio broadcasting time for foreign production"|"ZMB"|"Zambia"|"2005"|"2005"|17.6||
"BPBTTP_TV_NAPR"|"Percentage of annual television broadcasting time for national production"|"FRA"|"France"|"2004"|"2004"|78.2||
"BPBTTP_TV_NAPR"|"Percentage of annual television broadcasting time for national production"|"ISL"|"Iceland"|"2004"|"2004"|55.1||
"BPBTTP_TV_NAPR"|"Percentage of annual television broadcasting time for national production"|"NZL"|"New Zealand"|"2005"|"2005"|36.2||
"BPBTTP_TV_NAPR"|"Percentage of annual television broadcasting time for national production"|"POL"|"Poland"|"2005"|"2005"|88.2||
"BPBTTP_TV_NAPR"|"Percentage of annual television broadcasting time for national production"|"PRT"|"Portugal"|"2005"|"2005"|73.8||
"BPBTTP_TV_NAPR"|"Percentage of annual television broadcasting time for national production"|"SVK"|"Slovakia"|"2005"|"2005"|54.4||
"BPBTTP_TV_NAPR"|"Percentage of annual television broadcasting time for national production"|"ALB"|"Albania"|"2005"|"2005"|50||
"BPBTTP_TV_NAPR"|"Percentage of annual television broadcasting time for national production"|"AIA"|"Anguilla"|"2005"|"2005"|89.3||
"BPBTTP_TV_NAPR"|"Percentage of annual television broadcasting time for national production"|"ABW"|"Aruba"|"2005"|"2005"|14||
"BPBTTP_TV_NAPR"|"Percentage of annual television broadcasting time for national production"|"BGD"|"Bangladesh"|"2005"|"2005"|95.5||
"BPBTTP_TV_NAPR"|"Percentage of annual television broadcasting time for national production"|"BTN"|"Bhutan"|"2005"|"2005"|97.1||
"BPBTTP_TV_NAPR"|"Percentage of annual television broadcasting time for national production"|"BRA"|"Brazil"|"2005"|"2005"|75||
"BPBTTP_TV_NAPR"|"Percentage of annual television broadcasting time for national production"|"KHM"|"Cambodia"|"2005"|"2005"|80.7||
"BPBTTP_TV_NAPR"|"Percentage of annual television broadcasting time for national production"|"CMR"|"Cameroon"|"2005"|"2005"|78.8||
"BPBTTP_TV_NAPR"|"Percentage of annual television broadcasting time for national production"|"CUB"|"Cuba"|"2005"|"2005"|71||
"BPBTTP_TV_NAPR"|"Percentage of annual television broadcasting time for national production"|"COD"|"Democratic Republic of the Congo"|"2005"|"2005"|73||
"BPBTTP_TV_NAPR"|"Percentage of annual television broadcasting time for national production"|"DJI"|"Djibouti"|"2004"|"2004"|71.5||
"BPBTTP_TV_NAPR"|"Percentage of annual television broadcasting time for national production"|"EST"|"Estonia"|"2005"|"2005"|56.7||
"BPBTTP_TV_NAPR"|"Percentage of annual television broadcasting time for national production"|"ETH"|"Ethiopia"|"2005"|"2005"|98||
"BPBTTP_TV_NAPR"|"Percentage of annual television broadcasting time for national production"|"GMB"|"Gambia"|"2005"|"2005"|40||
"BPBTTP_TV_NAPR"|"Percentage of annual television broadcasting time for national production"|"GEO"|"Georgia"|"2005"|"2005"|54||
"BPBTTP_TV_NAPR"|"Percentage of annual television broadcasting time for national production"|"HKG"|"China, Hong Kong Special Administrative Region"|"2005"|"2005"|99.7||
"BPBTTP_TV_NAPR"|"Percentage of annual television broadcasting time for national production"|"LVA"|"Latvia"|"2005"|"2005"|23.4||
"BPBTTP_TV_NAPR"|"Percentage of annual television broadcasting time for national production"|"LTU"|"Lithuania"|"2005"|"2005"|84.1||
"BPBTTP_TV_NAPR"|"Percentage of annual television broadcasting time for national production"|"MRT"|"Mauritania"|"2006"|"2006"|89.3||
"BPBTTP_TV_NAPR"|"Percentage of annual television broadcasting time for national production"|"MCO"|"Monaco"|"2005"|"2005"|100||
"BPBTTP_TV_NAPR"|"Percentage of annual television broadcasting time for national production"|"MNG"|"Mongolia"|"2005"|"2005"|77.5||
"BPBTTP_TV_NAPR"|"Percentage of annual television broadcasting time for national production"|"MMR"|"Myanmar"|"2005"|"2005"|88.9||
"BPBTTP_TV_NAPR"|"Percentage of annual television broadcasting time for national production"|"NER"|"Niger"|"2005"|"2005"|26.6||
"BPBTTP_TV_NAPR"|"Percentage of annual television broadcasting time for national production"|"PAK"|"Pakistan"|"2005"|"2005"|95.8||
"BPBTTP_TV_NAPR"|"Percentage of annual television broadcasting time for national production"|"PER"|"Peru"|"2005"|"2005"|94.4||
"BPBTTP_TV_NAPR"|"Percentage of annual television broadcasting time for national production"|"QAT"|"Qatar"|"2005"|"2005"|31.7||
"BPBTTP_TV_NAPR"|"Percentage of annual television broadcasting time for national production"|"ROU"|"Romania"|"2005"|"2005"|54.7||
"BPBTTP_TV_NAPR"|"Percentage of annual television broadcasting time for national production"|"VCT"|"Saint Vincent and the Grenadines"|"2006"|"2006"|25||
"BPBTTP_TV_NAPR"|"Percentage of annual television broadcasting time for national production"|"SYR"|"Syrian Arab Republic"|"2005"|"2005"|75||
"BPBTTP_TV_NAPR"|"Percentage of annual television broadcasting time for national production"|"TZA"|"United Republic of Tanzania"|"2006"|"2006"|75.7||
"BPBTTP_TV_NAPR"|"Percentage of annual television broadcasting time for national production"|"TGO"|"Togo"|"2005"|"2005"|48.4||
"BPBTTP_TV_NAPR"|"Percentage of annual television broadcasting time for national production"|"UKR"|"Ukraine"|"2005"|"2005"|86.5||
"BPBTTP_TV_FOPR"|"Percentage of annual television broadcasting time for foreign production"|"FRA"|"France"|"2004"|"2004"|21.8||
"BPBTTP_TV_FOPR"|"Percentage of annual television broadcasting time for foreign production"|"ISL"|"Iceland"|"2004"|"2004"|44.9||
"BPBTTP_TV_FOPR"|"Percentage of annual television broadcasting time for foreign production"|"POL"|"Poland"|"2005"|"2005"|11.5||
"BPBTTP_TV_FOPR"|"Percentage of annual television broadcasting time for foreign production"|"PRT"|"Portugal"|"2005"|"2005"|24.7||
"BPBTTP_TV_FOPR"|"Percentage of annual television broadcasting time for foreign production"|"SVK"|"Slovakia"|"2005"|"2005"|45.6||
"BPBTTP_TV_FOPR"|"Percentage of annual television broadcasting time for foreign production"|"ALB"|"Albania"|"2005"|"2005"|50||
"BPBTTP_TV_FOPR"|"Percentage of annual television broadcasting time for foreign production"|"AIA"|"Anguilla"|"2005"|"2005"|10.7||
"BPBTTP_TV_FOPR"|"Percentage of annual television broadcasting time for foreign production"|"ABW"|"Aruba"|"2005"|"2005"|86||
"BPBTTP_TV_FOPR"|"Percentage of annual television broadcasting time for foreign production"|"BGD"|"Bangladesh"|"2005"|"2005"|4.5||
"BPBTTP_TV_FOPR"|"Percentage of annual television broadcasting time for foreign production"|"BTN"|"Bhutan"|"2005"|"2005"|2.9||
"BPBTTP_TV_FOPR"|"Percentage of annual television broadcasting time for foreign production"|"BRA"|"Brazil"|"2005"|"2005"|25||
"BPBTTP_TV_FOPR"|"Percentage of annual television broadcasting time for foreign production"|"KHM"|"Cambodia"|"2005"|"2005"|19.3||
"BPBTTP_TV_FOPR"|"Percentage of annual television broadcasting time for foreign production"|"CMR"|"Cameroon"|"2005"|"2005"|21.2||
"BPBTTP_TV_FOPR"|"Percentage of annual television broadcasting time for foreign production"|"CUB"|"Cuba"|"2005"|"2005"|29||
"BPBTTP_TV_FOPR"|"Percentage of annual television broadcasting time for foreign production"|"COD"|"Democratic Republic of the Congo"|"2005"|"2005"|27||
"BPBTTP_TV_FOPR"|"Percentage of annual television broadcasting time for foreign production"|"DJI"|"Djibouti"|"2004"|"2004"|28.5||
"BPBTTP_TV_FOPR"|"Percentage of annual television broadcasting time for foreign production"|"EST"|"Estonia"|"2005"|"2005"|39||
"BPBTTP_TV_FOPR"|"Percentage of annual television broadcasting time for foreign production"|"ETH"|"Ethiopia"|"2005"|"2005"|0.9||
"BPBTTP_TV_FOPR"|"Percentage of annual television broadcasting time for foreign production"|"GMB"|"Gambia"|"2005"|"2005"|55||
"BPBTTP_TV_FOPR"|"Percentage of annual television broadcasting time for foreign production"|"GEO"|"Georgia"|"2005"|"2005"|46||
"BPBTTP_TV_FOPR"|"Percentage of annual television broadcasting time for foreign production"|"LTU"|"Lithuania"|"2005"|"2005"|15.9||
"BPBTTP_TV_FOPR"|"Percentage of annual television broadcasting time for foreign production"|"MRT"|"Mauritania"|"2006"|"2006"|10.7||
"BPBTTP_TV_FOPR"|"Percentage of annual television broadcasting time for foreign production"|"MNG"|"Mongolia"|"2005"|"2005"|22.5||
"BPBTTP_TV_FOPR"|"Percentage of annual television broadcasting time for foreign production"|"MMR"|"Myanmar"|"2005"|"2005"|11.1||
"BPBTTP_TV_FOPR"|"Percentage of annual television broadcasting time for foreign production"|"NER"|"Niger"|"2005"|"2005"|61.9||
"BPBTTP_TV_FOPR"|"Percentage of annual television broadcasting time for foreign production"|"PAK"|"Pakistan"|"2005"|"2005"|4.2||
"BPBTTP_TV_FOPR"|"Percentage of annual television broadcasting time for foreign production"|"PER"|"Peru"|"2005"|"2005"|5.6||
"BPBTTP_TV_FOPR"|"Percentage of annual television broadcasting time for foreign production"|"QAT"|"Qatar"|"2005"|"2005"|68.3||
"BPBTTP_TV_FOPR"|"Percentage of annual television broadcasting time for foreign production"|"ROU"|"Romania"|"2005"|"2005"|36.4||
"BPBTTP_TV_FOPR"|"Percentage of annual television broadcasting time for foreign production"|"VCT"|"Saint Vincent and the Grenadines"|"2006"|"2006"|75||
"BPBTTP_TV_FOPR"|"Percentage of annual television broadcasting time for foreign production"|"SYR"|"Syrian Arab Republic"|"2005"|"2005"|25||
"BPBTTP_TV_FOPR"|"Percentage of annual television broadcasting time for foreign production"|"TZA"|"United Republic of Tanzania"|"2006"|"2006"|21.6||
"BPBTTP_TV_FOPR"|"Percentage of annual television broadcasting time for foreign production"|"TGO"|"Togo"|"2005"|"2005"|51.5||
"BPBTTP_TV_FOPR"|"Percentage of annual television broadcasting time for foreign production"|"UKR"|"Ukraine"|"2005"|"2005"|13.1||
"500032"|"Daily newspapers: number of titles"|"AUS"|"Australia"|"2004"|"2004"|49||
"500032"|"Daily newspapers: number of titles"|"AUT"|"Austria"|"2004"|"2004"|17||
"500032"|"Daily newspapers: number of titles"|"BEL"|"Belgium"|"2004"|"2004"|29||
"500032"|"Daily newspapers: number of titles"|"CAN"|"Canada"|"2004"|"2004"|103||
"500032"|"Daily newspapers: number of titles"|"CZE"|"Czechia"|"2004"|"2004"|81||
"500032"|"Daily newspapers: number of titles"|"DNK"|"Denmark"|"2004"|"2004"|35||
"500032"|"Daily newspapers: number of titles"|"FIN"|"Finland"|"2004"|"2004"|53||
"500032"|"Daily newspapers: number of titles"|"FRA"|"France"|"2004"|"2004"|101||
"500032"|"Daily newspapers: number of titles"|"FRA"|"France"|"2005"|"2005"|103||
"500032"|"Daily newspapers: number of titles"|"DEU"|"Germany"|"2004"|"2004"|347||
"500032"|"Daily newspapers: number of titles"|"HUN"|"Hungary"|"2004"|"2004"|34||
